row_id,timestamp_cst,gauge_id,raw_strain_microstrain,baseline_offset_microstrain,corrected_strain_microstrain,temperature_c,vibration_mm_s,quality_flag
F13907,2027-02-14 01:40,G3,-9.0,-1,-8.0,-6.5,0.20,OK
F13908,2027-02-14 01:40,G4,-3.6,0,-3.6,-6.5,0.23,OK
F13909,2027-02-14 01:40,G5,-4.9,2,-6.9,-6.5,0.22,OK
F13910,2027-02-14 01:40,G6,183.2,187,-3.8,-6.5,0.18,OK
F13911,2027-02-14 01:40,G7,-8.5,-2,-6.5,-6.5,0.18,OK
F13912,2027-02-14 01:40,G8,-8.5,0,-8.5,-6.5,0.23,OK
F13913,2027-02-14 01:50,G1,-1.2,0,-1.2,-6.8,0.19,OK
F13914,2027-02-14 01:50,G2,-0.1,1,-1.1,-6.8,0.17,OK
F13915,2027-02-14 01:50,G3,-2.5,-1,-1.5,-6.8,0.22,OK
F13916,2027-02-14 01:50,G4,-3.5,0,-3.5,-6.8,0.21,OK
F13917,2027-02-14 01:50,G5,-1.7,2,-3.7,-6.8,0.23,OK
F13918,2027-02-14 01:50,G6,179.8,187,-7.2,-6.8,0.19,OK
F13919,2027-02-14 01:50,G7,-8.9,-2,-6.9,-6.8,0.22,OK
F13920,2027-02-14 01:50,G8,-3.4,0,-3.4,-6.8,0.18,OK
F13921,2027-02-14 02:00,G1,-5.1,0,-5.1,-7.0,0.24,OK
F13922,2027-02-14 02:00,G2,-2.7,1,-3.7,-7.0,0.21,OK
F13923,2027-02-14 02:00,G3,-5.4,-1,-4.4,-7.0,0.18,OK
F13924,2027-02-14 02:00,G4,-9.0,0,-9.0,-7.0,0.22,OK
F13925,2027-02-14 02:00,G5,-7.7,2,-9.7,-7.0,0.22,OK
F13926,2027-02-14 02:00,G6,179.9,187,-7.1,-7.0,0.17,OK
F13927,2027-02-14 02:00,G7,-10.8,-2,-8.8,-7.0,0.17,OK
F13928,2027-02-14 02:00,G8,-2.9,0,-2.9,-7.0,0.24,OK
F13929,2027-02-14 02:10,G1,-3.6,0,-3.6,-7.3,0.18,OK
F13930,2027-02-14 02:10,G2,-3.8,1,-4.8,-7.3,0.23,OK
F13931,2027-02-14 02:10,G3,-1.9,-1,-0.9,-7.3,0.23,OK
F13932,2027-02-14 02:10,G4,-1.8,0,-1.8,-7.3,0.23,OK
F13933,2027-02-14 02:10,G5,-5.1,2,-7.1,-7.3,0.20,OK
F13934,2027-02-14 02:10,G6,184.8,187,-2.2,-7.3,0.16,OK
F13935,2027-02-14 02:10,G7,-4.3,-2,-2.3,-7.3,0.20,OK
F13936,2027-02-14 02:10,G8,-9.7,0,-9.7,-7.3,0.23,OK
F13937,2027-02-14 02:20,G1,-2.7,0,-2.7,-7.6,0.21,OK
F13938,2027-02-14 02:20,G2,-1.9,1,-2.9,-7.6,0.23,OK
F13939,2027-02-14 02:20,G3,-8.4,-1,-7.4,-7.6,0.16,OK
F13940,2027-02-14 02:20,G4,-2.6,0,-2.6,-7.6,0.18,OK
F13941,2027-02-14 02:20,G5,-3.5,2,-5.5,-7.6,0.21,OK
F13942,2027-02-14 02:20,G6,181.7,187,-5.3,-7.6,0.20,OK
F13943,2027-02-14 02:20,G7,-10.7,-2,-8.7,-7.6,0.22,OK
F13944,2027-02-14 02:20,G8,-11.5,0,-11.5,-7.6,0.21,OK
F13945,2027-02-14 02:30,G1,-8.6,0,-8.6,-7.8,0.18,OK
F13946,2027-02-14 02:30,G2,-5.1,1,-6.1,-7.8,0.16,OK
F13947,2027-02-14 02:30,G3,-7.9,-1,-6.9,-7.8,0.18,OK
F13948,2027-02-14 02:30,G4,-4.4,0,-4.4,-7.8,0.21,OK
F13949,2027-02-14 02:30,G5,-1.0,2,-3.0,-7.8,0.22,OK
F13950,2027-02-14 02:30,G6,176.6,187,-10.4,-7.8,0.22,OK
F13951,2027-02-14 02:30,G7,-6.9,-2,-4.9,-7.8,0.16,OK
F13952,2027-02-14 02:30,G8,-7.1,0,-7.1,-7.8,0.20,OK
F13953,2027-02-14 02:40,G1,-10.0,0,-10.0,-8.1,0.21,OK
F13954,2027-02-14 02:40,G2,-2.1,1,-3.1,-8.1,0.20,OK
F13955,2027-02-14 02:40,G3,-10.9,-1,-9.9,-8.1,0.24,OK
F13956,2027-02-14 02:40,G4,-4.8,0,-4.8,-8.1,0.22,OK
F13957,2027-02-14 02:40,G5,-2.5,2,-4.5,-8.1,0.20,OK
F13958,2027-02-14 02:40,G6,175.1,187,-11.9,-8.1,0.17,OK
F13959,2027-02-14 02:40,G7,-7.1,-2,-5.1,-8.1,0.20,OK
F13960,2027-02-14 02:40,G8,-5.9,0,-5.9,-8.1,0.21,OK
F13961,2027-02-14 02:50,G1,-8.4,0,-8.4,-8.3,0.18,OK
F13962,2027-02-14 02:50,G2,-2.9,1,-3.9,-8.3,0.19,OK
F13963,2027-02-14 02:50,G3,-9.4,-1,-8.4,-8.3,0.22,OK
F13964,2027-02-14 02:50,G4,-4.3,0,-4.3,-8.3,0.17,OK
F13965,2027-02-14 02:50,G5,-11.0,2,-13.0,-8.3,0.16,OK
F13966,2027-02-14 02:50,G6,174.1,187,-12.9,-8.3,0.18,OK
F13967,2027-02-14 02:50,G7,-10.4,-2,-8.4,-8.3,0.22,OK
F13968,2027-02-14 02:50,G8,-9.7,0,-9.7,-8.3,0.17,OK
F13969,2027-02-14 03:00,G1,-9.4,0,-9.4,-8.6,0.17,OK
F13970,2027-02-14 03:00,G2,-5.8,1,-6.8,-8.6,0.20,OK
F13971,2027-02-14 03:00,G3,-13.8,-1,-12.8,-8.6,0.23,OK
F13972,2027-02-14 03:00,G4,-6.9,0,-6.9,-8.6,0.17,OK
F13973,2027-02-14 03:00,G5,-6.4,2,-8.4,-8.6,0.16,OK
F13974,2027-02-14 03:00,G6,176.2,187,-10.8,-8.6,0.20,OK
F13975,2027-02-14 03:00,G7,-13.3,-2,-11.3,-8.6,0.24,OK
F13976,2027-02-14 03:00,G8,-6.6,0,-6.6,-8.6,0.17,OK
F13977,2027-02-14 03:10,G1,-3.7,0,-3.7,-8.8,0.17,OK
F13978,2027-02-14 03:10,G2,-12.0,1,-13.0,-8.8,0.24,OK
F13979,2027-02-14 03:10,G3,-10.1,-1,-9.1,-8.8,0.23,OK
F13980,2027-02-14 03:10,G4,-9.0,0,-9.0,-8.8,0.20,OK
F13981,2027-02-14 03:10,G5,-9.0,2,-11.0,-8.8,0.18,OK
F13982,2027-02-14 03:10,G6,176.6,187,-10.4,-8.8,0.24,OK
F13983,2027-02-14 03:10,G7,-11.1,-2,-9.1,-8.8,0.20,OK
F13984,2027-02-14 03:10,G8,-10.5,0,-10.5,-8.8,0.22,OK
F13985,2027-02-14 03:20,G1,-9.9,0,-9.9,-9.1,0.22,OK
F13986,2027-02-14 03:20,G2,-3.8,1,-4.8,-9.1,0.22,OK
F13987,2027-02-14 03:20,G3,-8.7,-1,-7.7,-9.1,0.21,OK
F13988,2027-02-14 03:20,G4,-7.4,0,-7.4,-9.1,0.17,OK
F13989,2027-02-14 03:20,G5,-9.2,2,-11.2,-9.1,0.17,OK
F13990,2027-02-14 03:20,G6,172.6,187,-14.4,-9.1,0.21,OK
F13991,2027-02-14 03:20,G7,-16.4,-2,-14.4,-9.1,0.23,OK
F13992,2027-02-14 03:20,G8,-9.3,0,-9.3,-9.1,0.23,OK
F13993,2027-02-14 03:30,G1,-6.5,0,-6.5,-9.3,0.22,OK
F13994,2027-02-14 03:30,G2,-4.8,1,-5.8,-9.3,0.19,OK
F13995,2027-02-14 03:30,G3,-8.9,-1,-7.9,-9.3,0.21,OK
F13996,2027-02-14 03:30,G4,-9.0,0,-9.0,-9.3,0.20,OK
F13997,2027-02-14 03:30,G5,-5.0,2,-7.0,-9.3,0.20,OK
F13998,2027-02-14 03:30,G6,174.9,187,-12.1,-9.3,0.20,OK
F13999,2027-02-14 03:30,G7,-12.4,-2,-10.4,-9.3,0.24,OK
F14000,2027-02-14 03:30,G8,-15.8,0,-15.8,-9.3,0.17,OK
F14001,2027-02-14 03:40,G1,-13.3,0,-13.3,-9.6,0.17,OK
F14002,2027-02-14 03:40,G2,-5.5,1,-6.5,-9.6,0.18,OK
F14003,2027-02-14 03:40,G3,-8.2,-1,-7.2,-9.6,0.24,OK
F14004,2027-02-14 03:40,G4,-14.1,0,-14.1,-9.6,0.17,OK
F14005,2027-02-14 03:40,G5,-6.3,2,-8.3,-9.6,0.21,OK
F14006,2027-02-14 03:40,G6,171.7,187,-15.3,-9.6,0.23,OK
F14007,2027-02-14 03:40,G7,-13.6,-2,-11.6,-9.6,0.19,OK
F14008,2027-02-14 03:40,G8,-9.4,0,-9.4,-9.6,0.23,OK
F14009,2027-02-14 03:50,G1,-11.9,0,-11.9,-9.8,0.20,OK
F14010,2027-02-14 03:50,G2,-9.6,1,-10.6,-9.8,0.17,OK
F14011,2027-02-14 03:50,G3,-12.8,-1,-11.8,-9.8,0.22,OK
F14012,2027-02-14 03:50,G4,-8.0,0,-8.0,-9.8,0.19,OK
F14013,2027-02-14 03:50,G5,-12.3,2,-14.3,-9.8,0.16,OK
F14014,2027-02-14 03:50,G6,171.4,187,-15.6,-9.8,0.21,OK
F14015,2027-02-14 03:50,G7,-14.2,-2,-12.2,-9.8,0.19,OK
F14016,2027-02-14 03:50,G8,-12.8,0,-12.8,-9.8,0.23,OK
F14017,2027-02-14 04:00,G1,-6.8,0,-6.8,-10.0,0.24,OK
F14018,2027-02-14 04:00,G2,-9.9,1,-10.9,-10.0,0.18,OK
F14019,2027-02-14 04:00,G3,-8.6,-1,-7.6,-10.0,0.23,OK
F14020,2027-02-14 04:00,G4,-14.9,0,-14.9,-10.0,0.18,OK
F14021,2027-02-14 04:00,G5,-12.7,2,-14.7,-10.0,0.18,OK
F14022,2027-02-14 04:00,G6,175.6,187,-11.4,-10.0,0.20,OK
F14023,2027-02-14 04:00,G7,-16.5,-2,-14.5,-10.0,0.17,OK
F14024,2027-02-14 04:00,G8,-16.4,0,-16.4,-10.0,0.19,OK
F14025,2027-02-14 04:10,G1,-11.1,0,-11.1,-10.3,0.18,OK
F14026,2027-02-14 04:10,G2,-7.5,1,-8.5,-10.3,0.17,OK
F14027,2027-02-14 04:10,G3,-13.0,-1,-12.0,-10.3,0.23,OK
F14028,2027-02-14 04:10,G4,-16.2,0,-16.2,-10.3,0.19,OK
F14029,2027-02-14 04:10,G5,-15.1,2,-17.1,-10.3,0.22,OK
F14030,2027-02-14 04:10,G6,170.0,187,-17.0,-10.3,0.24,OK
F14031,2027-02-14 04:10,G7,-16.9,-2,-14.9,-10.3,0.24,OK
F14032,2027-02-14 04:10,G8,-15.1,0,-15.1,-10.3,0.16,OK
F14033,2027-02-14 04:20,G1,-8.5,0,-8.5,-10.5,0.16,OK
F14034,2027-02-14 04:20,G2,-10.4,1,-11.4,-10.5,0.17,OK
F14035,2027-02-14 04:20,G3,-17.9,-1,-16.9,-10.5,0.16,OK
F14036,2027-02-14 04:20,G4,-16.0,0,-16.0,-10.5,0.21,OK
F14037,2027-02-14 04:20,G5,-11.6,2,-13.6,-10.5,0.17,OK
F14038,2027-02-14 04:20,G6,175.7,187,-11.3,-10.5,0.19,OK
F14039,2027-02-14 04:20,G7,-18.9,-2,-16.9,-10.5,0.19,OK
F14040,2027-02-14 04:20,G8,-16.6,0,-16.6,-10.5,0.22,OK
F14041,2027-02-14 04:30,G1,-8.0,0,-8.0,-10.7,0.16,OK
F14042,2027-02-14 04:30,G2,-10.5,1,-11.5,-10.7,0.20,OK
F14043,2027-02-14 04:30,G3,-12.1,-1,-11.1,-10.7,0.19,OK
F14044,2027-02-14 04:30,G4,-12.7,0,-12.7,-10.7,0.19,OK
F14045,2027-02-14 04:30,G5,-8.4,2,-10.4,-10.7,0.20,OK
F14046,2027-02-14 04:30,G6,172.3,187,-14.7,-10.7,0.22,OK
F14047,2027-02-14 04:30,G7,-17.9,-2,-15.9,-10.7,0.24,OK
F14048,2027-02-14 04:30,G8,-16.0,0,-16.0,-10.7,0.21,OK
F14049,2027-02-14 04:40,G1,-8.9,0,-8.9,-10.9,0.23,OK
F14050,2027-02-14 04:40,G2,-14.0,1,-15.0,-10.9,0.18,OK
F14051,2027-02-14 04:40,G3,-19.0,-1,-18.0,-10.9,0.23,OK
F14052,2027-02-14 04:40,G4,-12.2,0,-12.2,-10.9,0.20,OK
F14053,2027-02-14 04:40,G5,-15.0,2,-17.0,-10.9,0.22,OK
F14054,2027-02-14 04:40,G6,167.0,187,-20.0,-10.9,0.20,OK
F14055,2027-02-14 04:40,G7,-21.4,-2,-19.4,-10.9,0.21,OK
F14056,2027-02-14 04:40,G8,-15.3,0,-15.3,-10.9,0.21,OK
F14057,2027-02-14 04:50,G1,-15.9,0,-15.9,-11.1,0.19,OK
F14058,2027-02-14 04:50,G2,-12.3,1,-13.3,-11.1,0.18,OK
F14059,2027-02-14 04:50,G3,-17.9,-1,-16.9,-11.1,0.17,OK
F14060,2027-02-14 04:50,G4,-14.0,0,-14.0,-11.1,0.23,OK
F14061,2027-02-14 04:50,G5,-9.7,2,-11.7,-11.1,0.20,OK
F14062,2027-02-14 04:50,G6,173.3,187,-13.7,-11.1,0.20,OK
F14063,2027-02-14 04:50,G7,-16.4,-2,-14.4,-11.1,0.18,OK
F14064,2027-02-14 04:50,G8,-15.7,0,-15.7,-11.1,0.18,OK
F14065,2027-02-14 05:00,G1,-14.3,0,-14.3,-11.3,0.23,OK
F14066,2027-02-14 05:00,G2,-17.6,1,-18.6,-11.3,0.17,OK
F14067,2027-02-14 05:00,G3,-18.7,-1,-17.7,-11.3,0.21,OK
F14068,2027-02-14 05:00,G4,-19.0,0,-19.0,-11.3,0.23,OK
F14069,2027-02-14 05:00,G5,-17.6,2,-19.6,-11.3,0.19,OK
F14070,2027-02-14 05:00,G6,170.9,187,-16.1,-11.3,0.19,OK
F14071,2027-02-14 05:00,G7,-20.5,-2,-18.5,-11.3,0.19,OK
F14072,2027-02-14 05:00,G8,-20.2,0,-20.2,-11.3,0.18,OK
F14073,2027-02-14 05:10,G1,-10.5,0,-10.5,-11.5,0.20,OK
F14074,2027-02-14 05:10,G2,-17.6,1,-18.6,-11.5,0.18,OK
F14075,2027-02-14 05:10,G3,-15.6,-1,-14.6,-11.5,0.17,OK
F14076,2027-02-14 05:10,G4,-13.2,0,-13.2,-11.5,0.20,OK
F14077,2027-02-14 05:10,G5,-10.7,2,-12.7,-11.5,0.24,OK
F14078,2027-02-14 05:10,G6,166.0,187,-21.0,-11.5,0.19,OK
F14079,2027-02-14 05:10,G7,-16.8,-2,-14.8,-11.5,0.17,OK
F14080,2027-02-14 05:10,G8,-15.2,0,-15.2,-11.5,0.21,OK
F14081,2027-02-14 05:20,G1,-17.8,0,-17.8,-11.6,0.17,OK
F14082,2027-02-14 05:20,G2,-13.3,1,-14.3,-11.6,0.22,OK
F14083,2027-02-14 05:20,G3,-15.2,-1,-14.2,-11.6,0.21,OK
F14084,2027-02-14 05:20,G4,-19.6,0,-19.6,-11.6,0.16,OK
F14085,2027-02-14 05:20,G5,-11.8,2,-13.8,-11.6,0.19,OK
F14086,2027-02-14 05:20,G6,171.5,187,-15.5,-11.6,0.17,OK
F14087,2027-02-14 05:20,G7,-18.6,-2,-16.6,-11.6,0.20,OK
F14088,2027-02-14 05:20,G8,-21.7,0,-21.7,-11.6,0.17,OK
F14089,2027-02-14 05:30,G1,-18.8,0,-18.8,-11.8,0.19,OK
F14090,2027-02-14 05:30,G2,-16.9,1,-17.9,-11.8,0.17,OK
F14091,2027-02-14 05:30,G3,-12.6,-1,-11.6,-11.8,0.17,OK
F14092,2027-02-14 05:30,G4,-19.1,0,-19.1,-11.8,0.20,OK
F14093,2027-02-14 05:30,G5,-15.1,2,-17.1,-11.8,0.19,OK
F14094,2027-02-14 05:30,G6,169.0,187,-18.0,-11.8,0.23,OK
F14095,2027-02-14 05:30,G7,-24.5,-2,-22.5,-11.8,0.19,OK
F14096,2027-02-14 05:30,G8,-16.7,0,-16.7,-11.8,0.18,OK
F14097,2027-02-14 05:40,G1,-16.8,0,-16.8,-12.0,0.22,OK
F14098,2027-02-14 05:40,G2,-16.9,1,-17.9,-12.0,0.22,OK
F14099,2027-02-14 05:40,G3,-18.7,-1,-17.7,-12.0,0.21,OK
F14100,2027-02-14 05:40,G4,-21.6,0,-21.6,-12.0,0.18,OK
F14101,2027-02-14 05:40,G5,-14.3,2,-16.3,-12.0,0.22,OK
F14102,2027-02-14 05:40,G6,166.0,187,-21.0,-12.0,0.20,OK
F14103,2027-02-14 05:40,G7,-20.4,-2,-18.4,-12.0,0.23,OK
F14104,2027-02-14 05:40,G8,-16.6,0,-16.6,-12.0,0.18,OK
F14105,2027-02-14 05:50,G1,-17.3,0,-17.3,-12.1,0.23,OK
F14106,2027-02-14 05:50,G2,-10.5,1,-11.5,-12.1,0.18,OK
F14107,2027-02-14 05:50,G3,-13.8,-1,-12.8,-12.1,0.23,OK
F14108,2027-02-14 05:50,G4,-13.5,0,-13.5,-12.1,0.17,OK
F14109,2027-02-14 05:50,G5,-17.3,2,-19.3,-12.1,0.23,OK
F14110,2027-02-14 05:50,G6,165.1,187,-21.9,-12.1,0.17,OK
F14111,2027-02-14 05:50,G7,-23.4,-2,-21.4,-12.1,0.22,OK
F14112,2027-02-14 05:50,G8,-21.6,0,-21.6,-12.1,0.16,OK
F14113,2027-02-14 06:00,G1,19.7,0,19.7,-12.2,0.96,OK
F14114,2027-02-14 06:00,G2,23.5,1,22.5,-12.2,0.99,OK
F14115,2027-02-14 06:00,G3,27.7,-1,28.7,-12.2,0.95,OK
F14116,2027-02-14 06:00,G4,43.3,0,43.3,-12.2,0.96,OK
F14117,2027-02-14 06:00,G5,62.2,2,60.2,-12.2,0.95,OK
F14118,2027-02-14 06:00,G6,257.7,187,70.7,-12.2,0.98,OK
F14119,2027-02-14 06:00,G7,36.7,-2,38.7,-12.2,0.99,OK
F14120,2027-02-14 06:00,G8,11.6,0,11.6,-12.2,0.95,OK
F14121,2027-02-14 06:10,G1,-14.2,0,-14.2,-12.4,0.16,OK
F14122,2027-02-14 06:10,G2,-19.6,1,-20.6,-12.4,0.18,OK
F14123,2027-02-14 06:10,G3,-18.8,-1,-17.8,-12.4,0.20,OK
F14124,2027-02-14 06:10,G4,-19.8,0,-19.8,-12.4,0.21,OK
F14125,2027-02-14 06:10,G5,-13.6,2,-15.6,-12.4,0.23,OK
F14126,2027-02-14 06:10,G6,169.5,187,-17.5,-12.4,0.18,OK
F14127,2027-02-14 06:10,G7,-22.5,-2,-20.5,-12.4,0.20,OK
F14128,2027-02-14 06:10,G8,-18.2,0,-18.2,-12.4,0.16,OK
F14129,2027-02-14 06:20,G1,-4.7,0,-4.7,-12.5,0.52,OK
F14130,2027-02-14 06:20,G2,-2.0,1,-3.0,-12.5,0.51,OK
F14131,2027-02-14 06:20,G3,3.4,-1,4.4,-12.5,0.50,OK
F14132,2027-02-14 06:20,G4,5.7,0,5.7,-12.5,0.49,OK
F14133,2027-02-14 06:20,G5,14.7,2,12.7,-12.5,0.53,OK
F14134,2027-02-14 06:20,G6,204.2,187,17.2,-12.5,0.53,OK
F14135,2027-02-14 06:20,G7,3.0,-2,5.0,-12.5,0.48,OK
F14136,2027-02-14 06:20,G8,-5.0,0,-5.0,-12.5,0.48,OK
F14137,2027-02-14 06:30,G1,-12.4,0,-12.4,-12.6,0.16,OK
F14138,2027-02-14 06:30,G2,-16.4,1,-17.4,-12.6,0.20,OK
F14139,2027-02-14 06:30,G3,-22.8,-1,-21.8,-12.6,0.20,OK
F14140,2027-02-14 06:30,G4,-15.0,0,-15.0,-12.6,0.22,OK
F14141,2027-02-14 06:30,G5,-16.7,2,-18.7,-12.6,0.17,OK
F14142,2027-02-14 06:30,G6,163.4,187,-23.6,-12.6,0.22,OK
F14143,2027-02-14 06:30,G7,-24.8,-2,-22.8,-12.6,0.17,OK
F14144,2027-02-14 06:30,G8,-21.6,0,-21.6,-12.6,0.20,OK
F14145,2027-02-14 06:40,G1,5.0,0,5.0,-12.7,0.65,OK
F14146,2027-02-14 06:40,G2,10.9,1,9.9,-12.7,0.65,OK
F14147,2027-02-14 06:40,G3,13.4,-1,14.4,-12.7,0.66,OK
F14148,2027-02-14 06:40,G4,18.4,0,18.4,-12.7,0.70,OK
F14149,2027-02-14 06:40,G5,32.4,2,30.4,-12.7,0.66,OK
F14150,2027-02-14 06:40,G6,220.1,187,33.1,-12.7,0.69,OK
F14151,2027-02-14 06:40,G7,11.8,-2,13.8,-12.7,0.65,OK
F14152,2027-02-14 06:40,G8,4.7,0,4.7,-12.7,0.70,OK
F14153,2027-02-14 06:50,G1,-19.9,0,-19.9,-12.8,0.18,OK
F14154,2027-02-14 06:50,G2,-16.4,1,-17.4,-12.8,0.16,OK
F14155,2027-02-14 06:50,G3,-19.8,-1,-18.8,-12.8,0.17,OK
F14156,2027-02-14 06:50,G4,-18.1,0,-18.1,-12.8,0.21,OK
F14157,2027-02-14 06:50,G5,-15.2,2,-17.2,-12.8,0.17,OK
F14158,2027-02-14 06:50,G6,165.0,187,-22.0,-12.8,0.20,OK
F14159,2027-02-14 06:50,G7,-21.7,-2,-19.7,-12.8,0.22,OK
F14160,2027-02-14 06:50,G8,-22.6,0,-22.6,-12.8,0.18,OK
F14161,2027-02-14 07:00,G1,18.9,0,18.9,-12.8,1.03,OK
F14162,2027-02-14 07:00,G2,27.8,1,26.8,-12.8,1.03,OK
F14163,2027-02-14 07:00,G3,35.7,-1,36.7,-12.8,0.98,OK
F14164,2027-02-14 07:00,G4,45.4,0,45.4,-12.8,1.05,OK
F14165,2027-02-14 07:00,G5,59.1,2,57.1,-12.8,1.00,OK
F14166,2027-02-14 07:00,G6,257.8,187,70.8,-12.8,0.99,OK
F14167,2027-02-14 07:00,G7,39.5,-2,41.5,-12.8,1.06,OK
F14168,2027-02-14 07:00,G8,17.4,0,17.4,-12.8,0.99,OK
F14169,2027-02-14 07:10,G1,-13.7,0,-13.7,-12.9,0.18,OK
F14170,2027-02-14 07:10,G2,-13.2,1,-14.2,-12.9,0.18,OK
F14171,2027-02-14 07:10,G3,-17.9,-1,-16.9,-12.9,0.19,OK
F14172,2027-02-14 07:10,G4,-19.2,0,-19.2,-12.9,0.24,OK
F14173,2027-02-14 07:10,G5,-19.5,2,-21.5,-12.9,0.23,OK
F14174,2027-02-14 07:10,G6,165.5,187,-21.5,-12.9,0.23,OK
F14175,2027-02-14 07:10,G7,-23.0,-2,-21.0,-12.9,0.19,OK
F14176,2027-02-14 07:10,G8,-21.4,0,-21.4,-12.9,0.24,OK
F14177,2027-02-14 07:20,G1,3.0,0,3.0,-12.9,0.60,OK
F14178,2027-02-14 07:20,G2,4.6,1,3.6,-12.9,0.56,OK
F14179,2027-02-14 07:20,G3,7.6,-1,8.6,-12.9,0.59,OK
F14180,2027-02-14 07:20,G4,9.7,0,9.7,-12.9,0.56,OK
F14181,2027-02-14 07:20,G5,13.1,2,11.1,-12.9,0.53,OK
F14182,2027-02-14 07:20,G6,206.0,187,19.0,-12.9,0.55,OK
F14183,2027-02-14 07:20,G7,2.2,-2,4.2,-12.9,0.58,OK
F14184,2027-02-14 07:20,G8,-5.4,0,-5.4,-12.9,0.60,OK
F14185,2027-02-14 07:30,G1,-18.3,0,-18.3,-13.0,0.18,OK
F14186,2027-02-14 07:30,G2,-14.0,1,-15.0,-13.0,0.16,OK
F14187,2027-02-14 07:30,G3,-23.2,-1,-22.2,-13.0,0.23,OK
F14188,2027-02-14 07:30,G4,-20.3,0,-20.3,-13.0,0.22,OK
F14189,2027-02-14 07:30,G5,-15.1,2,-17.1,-13.0,0.24,OK
F14190,2027-02-14 07:30,G6,164.1,187,-22.9,-13.0,0.16,OK
F14191,2027-02-14 07:30,G7,-28.9,-2,-26.9,-13.0,0.23,OK
F14192,2027-02-14 07:30,G8,-19.9,0,-19.9,-13.0,0.17,OK
F14193,2027-02-14 07:40,G1,7.0,0,7.0,-13.0,0.76,OK
F14194,2027-02-14 07:40,G2,13.2,1,12.2,-13.0,0.71,OK
F14195,2027-02-14 07:40,G3,16.3,-1,17.3,-13.0,0.78,OK
F14196,2027-02-14 07:40,G4,27.9,0,27.9,-13.0,0.71,OK
F14197,2027-02-14 07:40,G5,33.0,2,31.0,-13.0,0.76,OK
F14198,2027-02-14 07:40,G6,227.7,187,40.7,-13.0,0.74,OK
F14199,2027-02-14 07:40,G7,11.6,-2,13.6,-13.0,0.72,OK
F14200,2027-02-14 07:40,G8,0.9,0,0.9,-13.0,0.77,OK
F14201,2027-02-14 07:50,G1,-14.3,0,-14.3,-13.0,0.21,OK
F14202,2027-02-14 07:50,G2,-17.2,1,-18.2,-13.0,0.18,OK
F14203,2027-02-14 07:50,G3,-22.8,-1,-21.8,-13.0,0.17,OK
F14204,2027-02-14 07:50,G4,-20.5,0,-20.5,-13.0,0.23,OK
F14205,2027-02-14 07:50,G5,-14.6,2,-16.6,-13.0,0.21,OK
F14206,2027-02-14 07:50,G6,166.4,187,-20.6,-13.0,0.24,OK
F14207,2027-02-14 07:50,G7,-27.8,-2,-25.8,-13.0,0.18,OK
F14208,2027-02-14 07:50,G8,-25.8,0,-25.8,-13.0,0.18,OK
F14209,2027-02-14 08:00,G1,19.2,0,19.2,-13.0,1.04,OK
F14210,2027-02-14 08:00,G2,34.6,1,33.6,-13.0,1.07,OK
F14211,2027-02-14 08:00,G3,39.8,-1,40.8,-13.0,1.11,OK
F14212,2027-02-14 08:00,G4,56.8,0,56.8,-13.0,1.06,OK
F14213,2027-02-14 08:00,G5,67.7,2,65.7,-13.0,1.08,OK
F14214,2027-02-14 08:00,G6,264.7,187,77.7,-13.0,1.05,OK
F14215,2027-02-14 08:00,G7,42.2,-2,44.2,-13.0,1.10,OK
F14216,2027-02-14 08:00,G8,16.0,0,16.0,-13.0,1.06,OK
F14217,2027-02-14 08:10,G1,-19.6,0,-19.6,-13.0,0.19,OK
F14218,2027-02-14 08:10,G2,-20.2,1,-21.2,-13.0,0.17,OK
F14219,2027-02-14 08:10,G3,-20.2,-1,-19.2,-13.0,0.21,OK
F14220,2027-02-14 08:10,G4,-20.4,0,-20.4,-13.0,0.19,OK
F14221,2027-02-14 08:10,G5,-20.8,2,-22.8,-13.0,0.23,OK
F14222,2027-02-14 08:10,G6,168.0,187,-19.0,-13.0,0.23,OK
F14223,2027-02-14 08:10,G7,-22.7,-2,-20.7,-13.0,0.19,OK
F14224,2027-02-14 08:10,G8,-23.2,0,-23.2,-13.0,0.24,OK
F14225,2027-02-14 08:20,G1,-0.3,0,-0.3,-13.0,0.62,OK
F14226,2027-02-14 08:20,G2,4.5,1,3.5,-13.0,0.63,OK
F14227,2027-02-14 08:20,G3,11.6,-1,12.6,-13.0,0.65,OK
F14228,2027-02-14 08:20,G4,13.7,0,13.7,-13.0,0.60,OK
F14229,2027-02-14 08:20,G5,21.5,2,19.5,-13.0,0.60,OK
F14230,2027-02-14 08:20,G6,210.2,187,23.2,-13.0,0.62,OK
F14231,2027-02-14 08:20,G7,6.3,-2,8.3,-13.0,0.63,OK
F14232,2027-02-14 08:20,G8,-5.2,0,-5.2,-13.0,0.63,OK
F14233,2027-02-14 08:30,G1,-19.4,0,-19.4,-13.0,0.20,OK
F14234,2027-02-14 08:30,G2,-15.0,1,-16.0,-13.0,0.17,OK
F14235,2027-02-14 08:30,G3,-15.8,-1,-14.8,-13.0,0.24,OK
F14236,2027-02-14 08:30,G4,-18.5,0,-18.5,-13.0,0.17,OK
F14237,2027-02-14 08:30,G5,-14.5,2,-16.5,-13.0,0.20,OK
F14238,2027-02-14 08:30,G6,165.3,187,-21.7,-13.0,0.18,OK
F14239,2027-02-14 08:30,G7,-20.9,-2,-18.9,-13.0,0.16,OK
